FPOGX,FPOGY,FPOGD
8,9,0.37769
8,10,0.42725
8,13,0.21362
7,13,0.2627
8,9,0.19702
8,5,0.24634
8,5,0.34497
8,7,0.2135
8,12,0.42712
7,12,0.39441
8,8,0.27942
8,7,0.41089
8,10,0.42712
7,13,0.19714
6,14,0.41052
8,8,0.36279
10,10,0.2793
11,12,0.29578
11,9,0.27905
12,9,0.59131
11,10,0.47644
11,12,0.31201
10,14,0.29578
9,11,0.23035
8,11,0.04932
8,10,0.27917
9,7,0.44348
10,8,0.34509
10,8,0.39429
7,12,0.36121
6,5,0.57483
6,14,0.65723
6,15,0.52576
8,14,0.23022
11,15,0.24634
10,11,0.2135
8,9,0.50928
6,10,0.32886
6,14,0.29565
6,10,0.21362
5,12,0.34509
6,14,0.24658
6,15,0.70496
7,13,0.32861
6,13,0.36145
8,5,0.29578
8,6,0.54236
7,6,0.29565
6,7,0.2793
6,8,0.27942
6,9,0.2959
6,11,0.39441
6,14,0.49268
9,13,0.26294
8,9,0.22974
10,9,0.41077
9,8,0.2627
8,11,0.55872
8,10,0.36133
10,7,0.29553
10,9,0.19702
11,12,0.23022
11,5,0.45996
11,6,0.29578
11,8,0.52563
11,10,0.31213
11,11,0.47644
11,13,0.37793
9,9,0.22974
10,8,0.32886
11,9,0.21362
11,11,0.32837
8,12,0.36108
8,9,0.19702
7,5,0.36145
6,7,0.36133
7,10,0.2627
7,7,0.27917
6,10,0.50916
6,10,0.67322
8,10,0.29578
9,10,0.27893
11,10,0.34485
11,5,0.55859
11,7,0.31201
11,7,0.47632
11,9,0.27881
11,10,0.73914
7,11,0.27881
9,4,0.21362
10,4,0.06555
6,7,0.4436
7,9,0.29578
6,9,0.6405
6,10,0.52551
8,8,0.18054
9,8,0.22998
11,9,0.31226
11,8,0.2793
9,8,0.54175
9,8,0.59106
8,6,0.31201
7,8,0.27954
6,8,0.52576
6,8,0.6571
8,8,0.24658
10,6,0.2627
11,8,0.22998
11,6,0.2135
11,5,0.39392
11,7,0.4928
11,8,0.7229
11,7,0.52551
11,4,0.41064
11,5,0.27942
12,6,0.46008
12,7,0.24658
12,8,0.31213
9,7,0.21338
8,7,0.27917
7,7,0.42725
7,7,0.80457
6,7,0.55786
7,5,0.34509
7,4,0.39478
6,6,0.85413
9,7,0.26306
11,7,0.31213
11,6,0.36157
11,6,0.57495
11,7,0.73914
10,6,0.37769
9,7,0.54187
9,7,0.78833
8,7,0.41052
8,6,0.36133
10,6,0.26233
10,6,1.14966
10,6,0.24622
10,5,0.37817
9,4,0.5094
8,6,0.60791
9,4,0.7063
9,4,0.27942
9,10,1.57703
11,12,0.55835
11,13,0.59131
10,9,0.32861
7,4,0.21387
10,2,0.32849
11,3,0.45984
