FPOGX,FPOGY,FPOGD
10,3,0.47629
10,4,0.29578
8,7,0.29538
9,6,0.26248
10,8,0.29575
13,11,0.41061
10,12,0.27939
7,13,0.21368
4,14,0.52576
12,12,0.31183
14,10,0.27927
11,12,0.21359
8,14,0.21613
4,15,0.22986
4,15,0.37799
11,14,0.2135
15,10,0.23001
15,7,0.27921
7,7,0.26288
5,15,0.27927
4,15,0.27939
6,11,0.19702
12,10,0.19687
15,14,0.31226
9,12,0.24637
5,9,0.27942
3,8,0.27924
7,7,0.19736
12,9,0.19702
16,9,0.54211
8,12,0.22983
5,16,0.23001
5,17,0.36151
14,14,0.19727
15,14,0.36136
11,14,0.2627
6,15,0.22995
4,14,0.24664
4,12,0.2135
8,6,0.11475
13,5,0.23013
16,8,0.39426
9,10,0.31213
6,13,0.2135
4,15,0.39426
11,7,0.26285
16,7,0.24677
14,13,0.2135
6,12,0.22974
4,9,0.21365
3,6,0.22989
6,5,0.19696
14,11,0.27945
15,9,0.21359
13,7,0.19711
6,11,0.19717
5,12,0.19714
2,3,0.36191
16,11,0.27951
14,14,0.29562
8,12,0.23148
5,10,0.23013
4,6,0.3284
12,7,0.23026
16,11,0.29578
13,11,0.21365
7,10,0.24652
4,12,0.49289
12,10,0.21353
15,12,0.31201
15,11,0.26324
8,9,0.29547
4,8,0.26303
4,8,0.21341
9,5,0.2135
13,6,0.19711
16,10,0.36148
13,10,0.19724
11,12,0.21362
5,16,0.27908
5,16,0.29541
13,13,0.19696
15,14,0.27911
15,13,0.27936
10,8,0.2135
6,9,0.26276
3,9,0.37817
10,7,0.21365
15,13,0.27927
15,15,0.27911
7,12,0.24622
5,13,0.27924
4,14,0.41058
10,13,0.29559
15,9,0.24652
13,7,0.21378
6,15,0.32895
4,14,0.32846
5,14,0.11496
14,11,0.19711
15,14,0.26239
9,14,0.19739
6,12,0.22913
4,10,0.24628
3,9,0.2301
3,7,0.29559
15,13,0.39551
14,12,0.34497
9,11,0.24622
9,10,0.52588
7,11,0.21393
9,11,0.3779
10,10,0.77216
6,11,0.22971
5,11,0.2627
5,9,0.23001
6,9,0.32877
11,9,0.24652
12,11,0.21362
10,12,0.26328
5,14,0.34485
5,14,0.24622
9,13,0.21338
14,16,0.21347
14,16,0.31226
11,16,0.21353
8,14,0.19714
4,11,0.24643
3,9,0.21362
8,5,0.34497
15,6,0.26291
15,6,0.3121
9,5,0.27917
5,6,0.21338
3,7,0.37814
11,14,0.27924
15,15,0.45987
9,16,0.21384
4,15,0.34561
4,15,0.29575
12,14,0.24625
15,12,0.22992
14,11,0.27927
9,10,0.24612
5,9,0.28183
4,7,0.263
7,5,0.2298
14,8,0.23029
14,10,0.21365
9,11,0.19687
5,14,0.44315
6,14,0.04926
12,13,0.31201
15,13,0.41061
11,11,0.22998
6,9,0.26276
3,7,0.37628
13,8,0.24652
15,9,0.21362
16,9,0.29526
11,6,0.22968
6,7,0.22995
3,11,0.29538
10,5,0.24637
16,6,0.24652
16,7,0.2464
9,9,0.21371
5,10,0.2301
3,11,0.41077
12,14,0.21347
15,15,0.29562
14,16,0.24661
7,8,0.24652
5,9,0.26303
4,13,0.26273
9,8,0.2135
16,14,0.27948
15,11,0.19708
10,8,0.23004
6,14,0.21347
4,14,0.21353
6,11,0.19705
13,11,0.0495
14,13,0.31186
10,15,0.21371
6,14,0.21347
4,13,0.3779
7,11,0.19711
8,11,0.04929
14,12,0.31201
15,10,0.27936
11,9,0.26312
5,9,0.22977
