FPOGX,FPOGY,FPOGD
9,5,0.29522
5,15,0.24638
2,15,0.29572
17,13,0.34486
16,15,0.24665
9,15,0.22973
5,13,0.21356
3,11,0.26276
16,11,0.42725
17,18,0.08212
3,6,0.26305
2,3,0.41061
10,6,0.2139
16,11,0.26391
15,14,0.22998
10,12,0.21379
4,11,0.26273
2,10,0.36138
13,8,0.4436
16,9,0.2136
14,12,0.19701
8,13,0.21364
5,9,0.19728
3,6,0.21375
3,5,0.27912
9,8,0.21351
15,12,0.34354
10,13,0.24623
7,11,0.21358
3,9,0.27924
6,10,0.19711
13,10,0.26303
16,6,0.49289
10,8,0.19717
5,12,0.29575
4,12,0.47649
11,12,0.92012
7,8,0.23003
4,4,0.345
4,3,0.2462
12,4,0.39429
17,5,0.31255
11,9,0.22989
6,13,0.27937
4,13,0.46025
11,10,0.23006
16,5,0.5256
10,8,0.21364
6,10,0.22987
4,11,0.34502
8,8,0.19725
12,4,0.52574
12,8,0.19714
9,13,0.24625
3,15,0.2959
0,14,0.24661
12,11,0.21364
16,8,0.34485
11,3,0.24643
9,5,0.21373
3,10,0.24663
0,10,0.21359
12,6,0.42712
16,9,0.31227
10,13,0.2135
5,15,0.21365
3,12,0.32851
13,10,0.23068
17,12,0.37773
15,12,0.21352
10,16,0.24652
4,15,0.21349
2,14,0.31227
12,6,0.29561
17,11,0.37801
9,8,0.24643
5,8,0.19711
2,10,0.5421
12,11,0.21362
16,13,0.26305
12,13,0.19699
7,13,0.21359
4,13,0.22986
2,12,0.11501
17,15,0.31201
17,15,0.39426
10,7,0.23001
5,3,0.27953
3,3,0.23001
4,6,0.19705
12,8,0.23
17,12,0.39426
12,7,0.24625
8,4,0.24643
4,12,0.50938
1,11,0.04939
14,8,0.36137
14,8,0.37785
12,14,0.21364
7,14,0.21344
3,11,0.34538
16,13,0.18089
16,10,0.36122
11,15,0.24664
4,7,0.19664
3,5,0.32849
4,5,0.06535
13,12,0.26312
17,8,0.42711
10,6,0.19716
5,13,0.23012
3,8,0.32826
11,6,0.24638
16,5,0.47639
12,11,0.21353
7,14,0.27936
4,13,0.21355
4,11,0.19711
13,11,0.22975
17,10,0.44325
12,13,0.19727
6,16,0.24652
4,15,0.27931
5,14,0.2135
11,8,0.29562
16,9,0.32875
11,12,0.21353
5,7,0.19716
2,3,0.21321
3,5,0.21323
16,7,0.29562
17,7,0.34518
12,13,0.21376
6,14,0.24661
2,9,0.29573
4,9,0.23012
12,9,0.19711
14,11,0.26277
10,14,0.22987
5,13,0.2296
2,10,0.21387
2,9,0.27925
8,10,0.2135
11,10,0.13142
16,11,0.24652
9,6,0.19725
7,6,0.22974
2,12,0.39426
15,11,0.19737
14,6,0.39395
14,10,0.24625
9,9,0.21352
5,6,0.27922
5,5,0.26282
10,5,0.24625
17,12,0.26288
5,12,0.32819
4,12,0.29561
14,8,0.24611
14,6,0.36122
16,6,0.27936
10,4,0.1971
5,4,0.2626
2,4,0.24608
17,3,0.27911
17,8,0.26286
16,8,0.32877
9,5,0.19716
5,4,0.22998
2,12,0.41072
10,10,0.26277
15,12,0.37801
4,18,0.3941
5,18,0.32889
10,1,0.31198
11,0,0.62526
